Unique_Id,Model_Name,Selling_Price,Age_Months,Country_Assembly
883,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9950,62,DE
884,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10950,57,CN
885,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9795,68,US
886,TOYOTA Corolla 1.6 Linea Terra Comfort 4/5-Doors,8750,68,UK
887,TOYOTA Corolla 1.6 HB Linea Terra 2/3-Doors,8250,65,ES
888,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,58,IN
889,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,62,JP
890,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10500,59,IT
891,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9750,62,IN
892,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,11250,61,UK
893,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,59,ES
894,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,60,UK
895,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,11500,68,FR
896,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9450,57,CN
897,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7995,65,JP
898,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,10995,59,KR
899,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,61,CN
900,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,8250,67,KR
901,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,66,ES
902,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,US
903,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9500,62,IT
904,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7500,65,DE
905,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,63,CN
906,TOYOTA Corolla LIFTBACK 1.3i Linea Luna Liftback 4/5-Doors,9950,63,JP
907,TOYOTA Corolla 1.6 VVTi Linea Luna Lift 4/5-Doors,9750,65,UK
908,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9450,61,JP
909,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,65,ES
910,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9750,68,KR
911,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,UK
912,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8250,66,DE
913,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,65,DE
914,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,60,CN
915,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,64,ES
916,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,9450,66,US
917,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,12950,67,ES
918,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,9950,58,KR
919,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10495,62,JP
920,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,68,DE
921,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA AUT4 Stationwagen,10500,63,JP
922,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,65,JP
923,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,62,JP
924,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9995,61,DE
925,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9950,63,IN
926,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,63,FR
927,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,67,KR
928,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9950,63,IN
929,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,59,KR
930,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,10950,62,UK
931,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,9250,67,ES
932,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,63,ES
933,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9995,57,IT
934,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,8750,61,ES
935,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,10950,58,DE
936,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,10350,60,US
937,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,65,CN
938,TOYOTA Corolla 1.3 Hatchback 2/3-Doors,8950,65,IT
939,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,57,CN
940,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,63,KR
941,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,68,CN
942,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,67,CN
943,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10250,60,IT
944,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,9450,61,UK
945,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9250,61,JP
946,TOYOTA Corolla 1.6 I lb luna 4/5-Doors,10500,57,ES
947,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7350,58,ES
948,TOYOTA Corolla 2/3-Doors,10250,57,DE
949,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10250,62,IT
950,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,11500,65,DE
951,TOYOTA Corolla LIFTBACK 1.6-16v Linea Luna 2/3-Doors,8950,68,US
952,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,68,US
953,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9500,64,DE
954,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,8450,67,IT
955,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,57,DE
956,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8400,60,ES
957,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9250,66,IN
958,TOYOTA Corolla 1.6 linea terra 4/5-Doors,8900,61,FR
959,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,58,CN
960,TOYOTA Corolla 1.6 Linea Luna Aut. 4/5-Doors,10950,58,FR
961,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8950,61,IT
962,TOYOTA Corolla 1.3I LINEATERRA 2/3-Doors,8950,65,FR
963,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8895,61,US
964,TOYOTA Corolla ,9390,66,KR
965,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8750,59,CN
966,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9750,61,JP
967,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,62,IT
968,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10950,65,CN
969,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9900,67,FR
970,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9500,62,US
972,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,61,UK
973,TOYOTA Corolla 1.6 LL HB 4/5-Doors,9950,63,IN
974,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,10500,62,JP
975,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9950,63,IN
976,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,10495,68,CN
977,TOYOTA Corolla 1.6 Linea Terra Comfort HB 2/3-Doors,9500,66,US
978,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8500,58,US
979,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,10450,60,FR
980,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,ES
981,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,9900,59,FR
982,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8900,63,ES
983,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8745,65,ES
984,TOYOTA Corolla 1.3 HB Linea Terra 2/3-Doors,8750,65,JP
985,TOYOTA Corolla 1.6 GTSi HB 4/5-Doors,10750,57,FR
986,TOYOTA Corolla 1.6 GTSi HB 2/3-Doors,9750,57,UK
987,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8850,65,DE
988,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,66,DE
989,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,9450,63,FR
990,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,9950,61,FR
991,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8250,63,IN
992,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,9950,61,JP
993,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9995,68,FR
994,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,59,IN
995,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10495,60,ES
996,TOYOTA Corolla 1.6 Lin.Terra Aut. 4/5-Doors,7950,58,US
997,TOYOTA Corolla 1.6 SD TERRA 4/5-Doors,8950,68,US
998,TOYOTA Corolla 1.6 16v Liftback Linea Luna 4/5-Doors,9695,57,ES
999,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,64,IT
1000,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,68,IN
1001,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,67,IN
1002,TOYOTA Corolla 1.6 LB Linea Terra 4/5-Doors,9950,63,ES
1003,TOYOTA Corolla 1.6 4/5-Doors,9900,64,UK
1004,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,10950,57,KR
1005,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8950,60,CN
1006,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,8950,66,ES
1007,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,66,FR
1008,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10250,62,FR
1009,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8750,61,JP
1010,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9750,68,ES
1011,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10950,61,JP
1012,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10950,60,ES
1013,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9750,62,IN
1014,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,59,CN
1015,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9500,60,IN
1016,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,9950,63,KR
1017,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,66,US
1018,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8250,65,DE
1019,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10450,65,ES
1020,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10950,62,KR
1021,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,9250,65,US
1022,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,68,IT
1023,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,10900,57,CN
1024,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9750,64,JP
1025,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,11950,58,JP
1026,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,7900,68,IN
1027,TOYOTA Corolla 1.6 SDN LINEA TERRA 4/5-Doors,10900,57,FR
1028,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10450,65,US
1029,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10950,59,IT
1030,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9950,65,KR
1031,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10750,60,CN
1032,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9900,57,US
1033,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,10750,68,IT
1034,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10450,58,DE
1035,TOYOTA Corolla 1.3 Linea Terra Comfort 4/5-Doors,9450,68,ES
1036,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,10750,60,JP
1037,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,60,KR
1038,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,10000,57,JP
1039,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,10500,68,KR
1040,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,12500,62,IN
1041,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8950,62,FR
1042,TOYOTA Corolla 1.6 Luna LB 4/5-Doors,10500,58,KR
1043,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9245,66,JP
1044,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,59,IN
1045,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9500,63,KR
1046,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,10900,62,DE
1047,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,10950,67,FR
1048,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9450,66,KR
1049,TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA COMM Anders,5900,73,IN
1050,TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA Stationwagen,6950,79,US
1051,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,6000,78,UK
1052,TOYOTA Corolla 1.6 LB *G3* AIRCO 4/5-Doors,5250,79,IT
1053,TOYOTA Corolla 2.0D LINEA TERRA+airco 2/3-Doors,4400,74,UK
1054,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,6750,77,UK
1055,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8500,69,CN
1056,TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,6150,80,DE
1057,TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA Stationwagen,6950,76,US
1058,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,5750,76,ES
1059,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,8750,78,KR
1060,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6500,70,IT
1061,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,5950,73,FR
1062,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6500,78,US
1063,TOYOTA Corolla 2.0 ST WGN LINEA TERRA DSL Stationwagen,10500,77,JP
1064,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,8500,77,ES
1065,TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,7950,71,CN
1066,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,5800,78,CN
1067,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,80,US
1068,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6950,78,IN
1069,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,5740,74,UK
1070,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6550,73,JP
1071,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8950,69,CN
1072,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6750,73,IT
1073,TOYOTA Corolla 1.6 3D Terra/Comf. 2/3-Doors,7950,78,CN
1074,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,7950,69,FR
1075,TOYOTA Corolla 2.0 DSL LIFTB LINEA LUNA 4/5-Doors,7450,76,KR
1076,TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA Stationwagen,7750,70,CN
1077,TOYOTA Corolla 1.6 16v Linea Terra 4/5-Doors,6450,71,FR
1078,TOYOTA Corolla 2.0D Linea Terra 2/3-Doors,7900,75,US
1079,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6900,69,US
1080,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,5600,75,ES
1081,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,5950,77,CN
1082,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,6950,80,IT
1083,TOYOTA Corolla 2.0 DSL ,7950,71,CN
1084,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,8950,79,IT
1085,TOYOTA Corolla 2.0 D Linea Terra Liftback 4/5-Doors,7950,74,DE
1086,TOYOTA Corolla 2.0 D Linea Terra Liftback 4/5-Doors,9500,80,ES
1087,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8600,76,DE
1088,TOYOTA Corolla 2.0 ST WGN LINEA TERRA DSL Stationwagen,5950,71,CN
1089,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,73,ES
1091,TOYOTA Corolla 2.0 DSL LIFTB LINEA LUNA 4/5-Doors,7950,79,DE
1092,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6950,77,UK
1093,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7250,74,CN
1094,TOYOTA Corolla 1.3 LB LINEA TERRA 4/5-Doors,6500,78,DE
1095,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7250,77,UK
1096,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9250,80,UK
1097,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,8250,73,US
1098,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,7250,71,CN
1099,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,5250,72,UK
1100,TOYOTA Corolla 1.6 HB Terra 4/5-Doors,7900,77,US
1101,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6900,76,DE
1102,TOYOTA Corolla 1.6i-16 SPORTS TC 2/3-Doors,7900,75,FR
1103,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,7250,74,CN
1104,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,8450,70,ES
1105,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7950,76,IT
1106,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,74,IT
1107,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6450,72,DE
1108,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6650,75,IN
1109,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,74,IN
1110,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,7250,80,DE
1111,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7450,77,UK
1112,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7950,74,CN
1113,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7250,77,IT
1114,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8250,71,IT
1115,TOYOTA Corolla 2.0 LB LINEA TERRA DSL 4/5-Doors,8950,76,UK
1116,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,74,IT
1117,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8500,71,ES
1118,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7750,78,CN
1119,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,5750,73,KR
1120,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6900,76,IT
1121,TOYOTA Corolla 1.6 HATCHBACK 2/3-Doors,6500,71,DE
1122,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,6500,78,ES
1123,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,7600,77,IT
1124,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8950,73,ES
1125,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7450,74,US
1126,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,7350,72,KR
1127,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,7750,73,JP
1128,TOYOTA Corolla 1.6 Linea Terra / Keuze uit 700 occasions 2/3-Doors,7460,80,DE
1129,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9250,76,DE
1130,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7250,80,CN
1131,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,6500,72,ES
1132,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,6800,80,UK
1133,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8700,75,DE
1134,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7500,78,ES
1135,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,71,ES
1136,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7950,73,FR
1137,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,75,FR
1138,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6640,74,JP
1139,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,8750,71,US
1140,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7750,72,JP
1141,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,5950,72,IT
1142,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,77,UK
1143,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6500,80,IT
1144,TOYOTA Corolla 1.6 3D Terra/Comf. 2/3-Doors,8750,76,IN
1145,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7950,74,IT
1146,TOYOTA Corolla 1.3 16V HATCHB 2/3-Doors,6750,74,CN
1147,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,73,IT
1148,TOYOTA Corolla 1.3 Linea Terra 3 drs 2/3-Doors,7950,80,JP
1149,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,8950,75,DE
1150,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,77,DE
1151,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6450,75,FR
1152,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6900,74,UK
1153,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8450,75,UK
1154,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,6750,74,CN
1155,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,8050,74,JP
1156,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9500,79,FR
1157,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7750,78,IN
1158,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8500,80,UK
1159,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7795,75,DE
1160,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6490,80,IT
1161,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7950,73,IT
1162,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6425,79,FR
1163,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8950,69,JP
1164,TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,6950,72,JP
1165,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8750,79,US
1166,TOYOTA Corolla 1.6 16V S-uitvoering 2/3-Doors,8450,71,KR
1167,TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,7950,77,UK
1168,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,80,JP
1169,TOYOTA Corolla 1.6 LINEA TERRA 4/5-Doors,8900,78,DE
1170,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8950,73,FR
1171,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8900,73,IN
1172,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,7950,69,US
1173,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6495,74,ES
1174,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7250,78,CN
1175,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9250,74,IN
1176,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6650,78,ES
